timestamp,visitorid,event,categoryid_final
1434342857054,7950,view,1167
1434342857054,7950,view,176
1434342857054,7950,view,176
1434342857054,7950,view,1167
1434342857054,7950,view,1167
1434342857054,7950,view,1167
1434342857054,7950,view,1167
1434342857054,7950,view,1167
1434342857054,7950,view,519
1434342857054,7950,view,519
1434342857054,7950,view,1167
1434342857054,7950,view,176
1434342857054,7950,view,176
1434342857054,7950,view,176
1434342857054,7950,view,176
1434342857054,7950,view,176
1434342857054,7950,view,176
1434342857054,7950,view,176
1434342922454,7950,view,1167
1434342922454,7950,view,1167
1434342922454,7950,view,1167
1434342922454,7950,view,1167
1434342922454,7950,view,1167
1434342922454,7950,view,1167
1434342922454,7950,view,176
1434342922454,7950,view,1167
1434342922454,7950,view,176
1434342922454,7950,view,176
1434342922454,7950,view,176
1434342922454,7950,view,176
1434342922454,7950,view,176
1434342922454,7950,view,176
1434342922454,7950,view,176
1434342922454,7950,view,176
1434342922454,7950,view,176
1434343269820,7950,view,-1
1437948977490,8540,view,1006
1437948977490,8540,view,1006
1437948977490,8540,view,1006
1437948977490,8540,view,1006
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437948977490,8540,view,822
1437952054767,8540,view,1006
1437952054767,8540,view,822
1437952054767,8540,view,1006
1437952054767,8540,view,1006
1437952054767,8540,view,1006
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952054767,8540,view,822
1437952076204,8540,view,1006
1437952076204,8540,view,1006
1437952076204,8540,view,1006
1437952076204,8540,view,1006
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952076204,8540,view,822
1437952191480,8540,view,1006
1437952191480,8540,view,1006
1437952191480,8540,view,1006
1437952191480,8540,view,1006
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1437952191480,8540,view,822
1438049996969,8540,view,1006
1438049996969,8540,view,1006
1438049996969,8540,view,1006
1438049996969,8540,view,1006
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438049996969,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,1006
1438050172612,8540,view,1006
1438050172612,8540,view,1006
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,1006
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050172612,8540,view,822
1438050275160,8540,view,822
1438050275160,8540,view,822
1438050275160,8540,view,1006
1438050275160,8540,view,822
1438050275160,8540,view,1006
1438050275160,8540,view,822
1438050275160,8540,view,1006
1438050275160,8540,view,1006
1438050275160,8540,view,822
1438050275160,8540,view,822
1438050275160,8540,view,822
1438050275160,8540,view,822
1438050275160,8540,view,822
1438050275160,8540,view,822
1438050275160,8540,view,822
1438050275160,8540,view,822
1438050275160,8540,view,822
1438050275160,8540,view,822
1438050306333,8540,view,1006
1438050306333,8540,view,1006
1438050306333,8540,view,1006
1438050306333,8540,view,1006
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438050306333,8540,view,822
1438478535007,8540,view,1231
1438478725732,8540,view,1231
1438478919372,8540,view,1231
1438534267553,8540,view,1231
1441140902956,8540,view,769
1436131408072,15223,view,642
1436131408072,15223,view,642
1436131408072,15223,view,642
1436131408072,15223,view,642
1436131408072,15223,view,642
1436131408072,15223,view,642
1436131408072,15223,view,642
1436131408072,15223,view,642
1436131408072,15223,view,642
1436131408072,15223,view,642
1436131408072,15223,view,429
1436131408072,15223,view,642
1436131408072,15223,view,429
1436131408072,15223,view,429
1436131408072,15223,view,429
1436131408072,15223,view,642
1436131408072,15223,view,429
1436131408072,15223,view,429
1436153353330,15223,view,642
1436153353330,15223,view,642
1436153353330,15223,view,642
1436153353330,15223,view,642
1436153353330,15223,view,642
1436153353330,15223,view,642
1436153353330,15223,view,642
1436153353330,15223,view,642
1436153353330,15223,view,642
1436153353330,15223,view,642
1436153353330,15223,view,429
1436153353330,15223,view,642
1436153353330,15223,view,429
1436153353330,15223,view,429
1436153353330,15223,view,429
1436153353330,15223,view,642
1436153353330,15223,view,429
1436153353330,15223,view,429
1436322736753,15223,view,642
1436322736753,15223,view,642
1436322736753,15223,view,642
1436322736753,15223,view,642
1436322736753,15223,view,642
1436322736753,15223,view,642
1436322736753,15223,view,642
1436322736753,15223,view,642
1436322736753,15223,view,642
1436322736753,15223,view,642
1436322736753,15223,view,429
1436322736753,15223,view,642
1436322736753,15223,view,429
1436322736753,15223,view,429
1436322736753,15223,view,429
1436322736753,15223,view,642
1436322736753,15223,view,429
1436322736753,15223,view,429
1436397329600,15223,view,642
1436397329600,15223,view,642
1436397329600,15223,view,642
1436397329600,15223,view,642
1436397329600,15223,view,642
1436397329600,15223,view,642
1436397329600,15223,view,642
1436397329600,15223,view,642
1436397329600,15223,view,642
1436397329600,15223,view,642
1436397329600,15223,view,429
1436397329600,15223,view,642
1436397329600,15223,view,429
1436397329600,15223,view,429
1436397329600,15223,view,429
1436397329600,15223,view,642
1436397329600,15223,view,429
1436397329600,15223,view,429
1436588724358,15223,view,642
1436588724358,15223,view,642
1436588724358,15223,view,642
1436588724358,15223,view,642
1436588724358,15223,view,642
1436588724358,15223,view,642
1436588724358,15223,view,642
1436588724358,15223,view,642
1436588724358,15223,view,642
1436588724358,15223,view,642
1436588724358,15223,view,429
1436588724358,15223,view,642
1436588724358,15223,view,429
1436588724358,15223,view,429
1436588724358,15223,view,429
1436588724358,15223,view,642
1436588724358,15223,view,429
1436588724358,15223,view,429
1436753138107,15223,view,642
1436753138107,15223,view,642
1436753138107,15223,view,642
1436753138107,15223,view,642
1436753138107,15223,view,642
1436753138107,15223,view,642
1436753138107,15223,view,642
1436753138107,15223,view,642
1436753138107,15223,view,642
1436753138107,15223,view,642
1436753138107,15223,view,429
1436753138107,15223,view,642
1436753138107,15223,view,429
1436753138107,15223,view,429
1436753138107,15223,view,429
1436753138107,15223,view,642
1436753138107,15223,view,429
1436753138107,15223,view,429
1436842391625,15223,view,642
1436842391625,15223,view,642
1436842391625,15223,view,642
1436842391625,15223,view,642
1436842391625,15223,view,642
1436842391625,15223,view,642
1436842391625,15223,view,642
1436842391625,15223,view,642
1436842391625,15223,view,642
1436842391625,15223,view,642
1436842391625,15223,view,429
1436842391625,15223,view,642
1436842391625,15223,view,429
1436842391625,15223,view,429
1436842391625,15223,view,429
1436842391625,15223,view,642
1436842391625,15223,view,429
1436842391625,15223,view,429
1436930274712,15223,view,642
1436930274712,15223,view,642
1436930274712,15223,view,642
1436930274712,15223,view,642
1436930274712,15223,view,642
1436930274712,15223,view,642
1436930274712,15223,view,642
1436930274712,15223,view,642
1436930274712,15223,view,642
1436930274712,15223,view,642
1436930274712,15223,view,429
1436930274712,15223,view,642
1436930274712,15223,view,429
1436930274712,15223,view,429
1436930274712,15223,view,429
1436930274712,15223,view,642
1436930274712,15223,view,429
1436930274712,15223,view,429
1437016054721,15223,view,642
1437016054721,15223,view,642
1437016054721,15223,view,642
1437016054721,15223,view,642
1437016054721,15223,view,642
1437016054721,15223,view,642
1437016054721,15223,view,642
1437016054721,15223,view,642
1437016054721,15223,view,642
1437016054721,15223,view,642
1437016054721,15223,view,429
1437016054721,15223,view,642
1437016054721,15223,view,429
1437016054721,15223,view,429
1437016054721,15223,view,429
1437016054721,15223,view,642
1437016054721,15223,view,429
1437016054721,15223,view,429
1435609751234,18555,view,507
1435609751234,18555,view,1006
1435609751234,18555,view,1006
1435609751234,18555,view,1006
1435609751234,18555,view,1006
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609751234,18555,view,507
1435609817324,18555,view,507
1435609817324,18555,view,507
1435609817324,18555,view,1006
1435609817324,18555,view,1006
1435609817324,18555,view,507
1435609817324,18555,view,1006
1435609817324,18555,view,507
1435609817324,18555,view,1006
1435609817324,18555,view,507
1435609817324,18555,view,507
1435609817324,18555,view,507
1435609817324,18555,view,507
1435609817324,18555,view,507
1435609817324,18555,view,507
1435609817324,18555,view,507
1435609817324,18555,view,507
1435609817324,18555,view,507
1435609817324,18555,view,507
1436301127607,18555,view,507
1436301127607,18555,view,507
1436301127607,18555,view,1006
1436301127607,18555,view,1006
1436301127607,18555,view,507
1436301127607,18555,view,1006
1436301127607,18555,view,507
1436301127607,18555,view,1006
1436301127607,18555,view,507
1436301127607,18555,view,507
1436301127607,18555,view,507
1436301127607,18555,view,507
1436301127607,18555,view,507
1436301127607,18555,view,507
1436301127607,18555,view,507
1436301127607,18555,view,507
1436301127607,18555,view,507
1436301127607,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,1006
1436301169046,18555,view,1006
1436301169046,18555,view,1006
1436301169046,18555,view,1006
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301169046,18555,view,507
1436301203109,18555,view,507
1436301203109,18555,view,507
1436301203109,18555,view,1006
1436301203109,18555,view,1006
1436301203109,18555,view,507
1436301203109,18555,view,1006
1436301203109,18555,view,507
1436301203109,18555,view,1006
1436301203109,18555,view,507
1436301203109,18555,view,507
1436301203109,18555,view,507
1436301203109,18555,view,507
1436301203109,18555,view,507
1436301203109,18555,view,507
1436301203109,18555,view,507
1436301203109,18555,view,507
1436301203109,18555,view,507
1436301203109,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,1006
1436301244102,18555,view,1006
1436301244102,18555,view,1006
1436301244102,18555,view,1006
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301244102,18555,view,507
1436301323250,18555,view,507
1436301323250,18555,view,507
1436301323250,18555,view,1006
1436301323250,18555,view,1006
1436301323250,18555,view,507
1436301323250,18555,view,1006
1436301323250,18555,view,507
1436301323250,18555,view,1006
1436301323250,18555,view,507
1436301323250,18555,view,507
1436301323250,18555,view,507
1436301323250,18555,view,507
1436301323250,18555,view,507
1436301323250,18555,view,507
1436301323250,18555,view,507
1436301323250,18555,view,507
1436301323250,18555,view,507
1436301323250,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,1006
1436301393464,18555,view,1006
1436301393464,18555,view,1006
1436301393464,18555,view,1006
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1436301393464,18555,view,507
1435784170849,21395,view,191
1435784184753,21395,view,1135
1435786306479,21395,view,1135
1435852914264,21395,view,1500
1435858567103,21395,view,589
1435859584586,21395,view,1284
1435859602531,21395,view,1284
1435859614349,21395,view,1284
1435859716265,21395,view,844
1435859725751,21395,view,844
1435859738170,21395,view,844
1435859756515,21395,view,-1
1435859779086,21395,view,-1
1435859803591,21395,view,-1
1435859812063,21395,view,-1
1435859812609,21395,view,-1
1435859821405,21395,view,-1
1435859836343,21395,view,-1
1435859868760,21395,view,-1
1435859878349,21395,view,-1
1435859886975,21395,view,-1
1435859896774,21395,view,-1
1435859919196,21395,view,-1
1435859927067,21395,view,-1
1435859936056,21395,view,-1
1435859948358,21395,view,-1
1435859960554,21395,view,-1
1435859978230,21395,view,-1
1435860004717,21395,view,-1
1435860026367,21395,view,-1
1435860033733,21395,view,-1
1435860043669,21395,view,-1
1435860062848,21395,view,-1
1435860077259,21395,view,-1
1435860087130,21395,view,-1
1435860095941,21395,view,-1
1435860113844,21395,view,-1
1435860114330,21395,view,-1
1435860124864,21395,view,-1
1435860133411,21395,view,-1
1435860144239,21395,view,1670
1435860156966,21395,view,1670
1435860165628,21395,view,1670
1435860179653,21395,view,844
1435860195287,21395,view,1670
1435860216685,21395,view,1670
1435860231539,21395,view,1670
1435860239673,21395,view,844
1435860248737,21395,view,844
1435860260258,21395,view,1347
1435860268490,21395,view,844
1435860282841,21395,view,844
1435860305895,21395,view,844
1435860317623,21395,view,844
1435860326133,21395,view,844
1435860333806,21395,view,844
1435860347567,21395,view,844
1435860365241,21395,view,1384
1435860384044,21395,view,1384
1435860392246,21395,view,1384
1435860406924,21395,view,1384
1435860423762,21395,view,1384
1435860442737,21395,view,618
1435861072731,21395,view,1196
1435861085567,21395,view,1639
1435861094981,21395,view,1094
1435861106418,21395,view,1094
1435861126803,21395,view,1020
1435861138766,21395,view,1020
1435861154772,21395,view,1020
1435861165288,21395,view,1135
1435861175543,21395,view,618
1435861247829,21395,view,196
1435861285251,21395,view,844
1435861293328,21395,view,196
1435861339324,21395,view,844
1435861354480,21395,view,844
1435861416302,21395,view,191
1435861431208,21395,view,191
1435861443661,21395,view,191
1435861454458,21395,view,191
1435861584523,21395,view,191
1435861616507,21395,view,191
1435861628054,21395,view,191
1435861639617,21395,view,191
1435861653867,21395,view,191
1435861667914,21395,view,191
1435864219299,21395,view,589
1435871233723,21395,view,84
1435871245054,21395,view,660
1435871254173,21395,view,660
1435882833928,21395,view,660
1435883864960,21395,view,589
1435942337201,21395,view,1098
1435948448114,21395,view,1135
1435949990664,21395,view,660
1435949996457,21395,view,189
1435950064802,21395,view,189
1435951845563,21395,view,189
1435956600907,21395,view,1629
1435956600907,21395,view,1629
1435956600907,21395,view,1629
1435956600907,21395,view,1629
1435956600907,21395,view,1367
1435956600907,21395,view,1367
1435956600907,21395,view,1367
1435956634426,21395,view,1629
1435956634426,21395,view,1629
1435956634426,21395,view,1367
1435956634426,21395,view,1367
1435956634426,21395,view,1367
1435956634426,21395,view,1629
1435956634426,21395,view,1629
1435956640433,21395,view,469
1435956669526,21395,view,-1
1435956682176,21395,view,302
1435956691508,21395,view,302
1435956698741,21395,view,302
1435956707706,21395,view,302
1435956717976,21395,view,302
1435956726643,21395,view,844
1435956737112,21395,view,844
1435956744862,21395,view,844
1435956750555,21395,view,844
1435956758405,21395,view,844
1435956776392,21395,view,844
1435956882790,21395,view,844
1435956894053,21395,view,844
1435956904313,21395,view,844
1435956912615,21395,view,844
1435956923343,21395,view,844
1435956934192,21395,view,844
1435956956789,21395,view,-1
1435956969866,21395,view,-1
1435956982259,21395,view,-1
1435956991123,21395,view,-1
1435956998949,21395,view,-1
1435957048289,21395,view,-1
1435957048867,21395,view,-1
1435957057761,21395,view,-1
1435957067679,21395,view,-1
1435957081288,21395,view,-1
1435957093136,21395,view,-1
1435957101758,21395,view,-1
1435957114788,21395,view,-1
1435957134289,21395,view,-1
1435957145055,21395,view,-1
1435957158651,21395,view,-1
1435957168909,21395,view,-1
1435957193568,21395,view,-1
1435957206272,21395,view,-1
1435957224668,21395,view,-1
1435957241655,21395,view,844
1435957252860,21395,view,844
1435957262014,21395,view,844
1435957618153,21395,view,189
1435957664331,21395,view,189
1439093742185,29957,view,1509
1439093742185,29957,view,1509
1439093742185,29957,view,1509
1439093742185,29957,view,1509
1439093742185,29957,view,1509
1439093742185,29957,view,1509
1439093742185,29957,view,1509
1439093742185,29957,view,1509
1439093742185,29957,view,1509
1439093742185,29957,view,1509
1439093742185,29957,view,72
1439093742185,29957,view,1509
1439093742185,29957,view,72
1439093742185,29957,view,1509
1439093742185,29957,view,72
1439093742185,29957,view,72
1439093742185,29957,view,1509
1439093742185,29957,view,72
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,1509
1439094111051,29957,view,72
1439094111051,29957,view,72
1439094111051,29957,view,72
1439094111051,29957,view,72
1439094111051,29957,view,1509
1439094111051,29957,view,72
1439094406725,29957,view,1509
1439094406725,29957,view,1509
1439094406725,29957,view,1509
1439094406725,29957,view,1509
1439094406725,29957,view,1509
1439094406725,29957,view,1509
1439094406725,29957,view,72
1439094406725,29957,view,1509
1439094406725,29957,view,1509
1439094406725,29957,view,72
1439094406725,29957,view,1509
1439094406725,29957,view,1509
1439094406725,29957,view,72
1439094406725,29957,view,1509
1439094406725,29957,view,1509
1439094406725,29957,view,1509
1439094406725,29957,view,72
1439094406725,29957,view,72
1439094699018,29957,view,1509
1439094699018,29957,view,1509
1439094699018,29957,view,1509
1439094699018,29957,view,1509
1439094699018,29957,view,1509
1439094699018,29957,view,1509
1439094699018,29957,view,72
1439094699018,29957,view,1509
1439094699018,29957,view,1509
1439094699018,29957,view,72
1439094699018,29957,view,72
1439094699018,29957,view,1509
1439094699018,29957,view,72
1439094699018,29957,view,72
1439094699018,29957,view,1509
1439094699018,29957,view,1509
1439094699018,29957,view,1509
1439094699018,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,807
1439094807892,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,807
1439094807892,29957,view,807
1439094807892,29957,view,807
1439094807892,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,1509
1439094807892,29957,view,807
1439094884697,29957,view,1509
1439094884697,29957,view,1509
1439094884697,29957,view,1509
1439094884697,29957,view,1509
1439094884697,29957,view,1509
1439094884697,29957,view,1509
1439094884697,29957,view,1509
1439094884697,29957,view,1509
1439094884697,29957,view,1509
1439094884697,29957,view,1509
1439094884697,29957,view,1509
1439094884697,29957,view,72
1439094884697,29957,view,72
1439094884697,29957,view,72
1439094884697,29957,view,72
1439094884697,29957,view,1509
1439094884697,29957,view,72
1439094884697,29957,view,1509
1439095009441,29957,view,72
1439095009441,29957,view,72
1439095009441,29957,view,1509
1439095009441,29957,view,72
1439095009441,29957,view,72
1439095009441,29957,view,1509
1439095009441,29957,view,1509
1439095009441,29957,view,1509
1439095009441,29957,view,1509
